,saleDate,bedroomNum,bathroomNum,houseArea,parkingArea,floorNum,houseRank,coveredArea,basementArea,buildYear,repairedYear,longitude,latitude,salePrice
480,20140807,3,1.5,7.549609165154532,7584,1.0,7,1900,0,1962,0,47.5091,-122.19,317918.7584183903
481,20140813,3,1.75,7.047517221357296,7700,1.0,7,1150,0,1957,0,47.6048,-122.12100000000001,444859.19061743486
482,20141211,3,3.25,7.299797366758161,1192,2.0,8,1180,300,2013,0,47.5556,-122.363,347011.43951085786
483,20140821,4,2.25,7.659171367666058,9680,2.0,8,2120,0,1965,0,47.3367,-122.33200000000001,310426.8275908226
484,20140926,4,2.5,7.824046010856292,5831,2.0,8,2500,0,2007,0,47.3454,-122.039,357054.580847193
485,20140930,1,1.0,6.993932975223189,8750,1.0,6,1090,0,1924,0,47.54,-122.26899999999999,295494.34226566344
486,20150116,2,2.25,7.383989457978509,1968,2.0,7,1610,0,1979,0,47.5184,-122.196,282531.2902644253
487,20150217,2,1.0,7.222566018822171,10038,1.5,7,1370,0,1922,0,47.718999999999994,-122.339,387304.58246615186
488,20140630,3,2.5,7.286191714702382,1613,2.0,8,1180,280,2007,0,47.6781,-122.375,473966.70425435476
489,20141120,4,2.0,7.644919344958857,40419,1.0,7,2090,0,1984,0,47.4691,-121.993,406899.43458738556
490,20140506,3,1.0,7.31986492980897,6083,1.0,6,860,650,1940,0,47.6966,-122.324,367876.2656218981
491,20150130,3,3.25,8.013012110368916,6073,2.0,9,3020,0,1954,0,47.6332,-122.29,1256247.556044101
492,20150401,4,1.75,7.533693709848633,10450,1.0,8,1620,250,1978,0,47.5938,-122.154,545886.8224061553
493,20141015,3,1.75,7.138866999945524,8614,1.0,7,1260,0,1985,0,47.3586,-122.056,246211.49218110263
494,20150223,3,1.0,7.138866999945524,3230,1.5,7,1260,0,1907,0,47.644,-122.369,572744.7969599293
495,20150330,3,2.5,7.450079569807499,6200,2.0,7,1720,0,2014,0,47.2137,-121.98899999999999,283791.51578312926
496,20141104,4,3.5,8.177515823846075,4951,2.0,9,3560,0,2014,0,47.6178,-122.055,889935.386733452
497,20140604,3,2.0,7.3395376954076745,7800,1.0,8,1540,0,2004,0,47.7041,-122.288,490409.45836319716
498,20150409,4,2.5,7.996317231796746,9072,2.0,10,2970,0,1991,0,47.562,-122.11399999999999,906569.2887127699
499,20150402,2,1.0,6.813444599510896,22725,1.0,6,910,0,1926,0,47.7712,-122.29899999999999,288903.86443527817
500,20150213,2,1.0,7.222566018822171,5000,1.5,7,1370,0,1905,0,47.6744,-122.383,558701.0688526647
501,20141201,4,3.0,8.194229304819817,403693,2.0,9,3620,0,1980,0,47.2527,-121.98,654489.8920013035
502,20141112,4,2.0,7.693937325509272,2681,1.0,7,1060,1135,1912,0,47.6965,-122.34200000000001,450766.7435894865
503,20141016,3,1.5,7.570443252057374,4000,1.5,8,1310,630,1915,0,47.6205,-122.291,675427.3574370777
504,20150402,2,1.0,7.326465613840322,4700,2.0,7,1520,0,1978,0,47.3187,-122.182,211017.11060026326
505,20150416,4,1.5,7.52294091807237,3600,2.0,8,1660,190,1929,0,47.6376,-122.307,743555.2417230264
506,20141002,3,1.0,7.501082124259871,7200,1.0,7,1130,680,1954,0,47.7493,-122.351,326801.4156528764
507,20141215,4,2.0,7.659171367666058,9442,1.0,7,1060,1060,1968,0,47.7675,-122.226,360422.98252647003
508,20140711,4,2.5,7.7142311448490855,5500,2.0,8,2240,0,2013,0,47.496,-122.169,430830.02218221856
509,20141201,4,2.25,8.0925452638913,6000,2.0,8,2180,1090,1909,0,47.6101,-122.286,888075.3986600746
510,20140723,3,2.5,7.473069088032197,7601,2.0,8,1760,0,1992,0,47.2672,-122.31299999999999,270531.9260516837
511,20140728,5,2.75,8.107720061910534,10500,1.0,7,2020,1300,1963,0,47.692,-122.166,626026.4741936421
512,20140815,4,3.25,8.035926369891792,67518,2.0,10,3090,0,1988,0,47.6674,-122.046,858928.8975305137
513,20140826,3,2.5,7.620705086838262,6000,1.0,8,1840,200,1951,0,47.6334,-122.35,756909.6131887827
514,20140627,2,1.0,6.551080335043404,4800,1.0,7,700,0,1922,0,47.6147,-122.3,463693.90919119003
515,20141112,4,2.5,8.15478757276852,12164,1.5,11,3480,0,1984,0,47.6404,-122.171,1105324.2317619752
516,20140707,4,2.25,7.7664168980196555,4000,2.0,9,2360,0,2013,0,47.6198,-122.289,919074.9292907004
517,20150508,4,1.75,7.3901814282264295,4240,1.5,7,1620,0,1916,0,47.5746,-122.311,551201.7643706282
518,20141120,4,1.75,7.595889917718538,18900,2.0,7,1870,120,1929,0,47.5131,-122.31299999999999,339250.0669321192
519,20140521,4,2.0,7.615791072035833,8120,2.0,7,2030,0,1950,0,47.4994,-122.26100000000001,301323.3157211811
520,20141117,3,1.0,7.200424892944957,4120,1.0,7,1040,300,1921,0,47.6916,-122.352,411234.5297075072
521,20140519,4,2.5,7.438383530044307,7280,2.0,7,1700,0,1988,0,47.4045,-122.171,262383.4650221554
522,20140909,3,1.0,6.917705609835305,8906,1.0,7,1010,0,1968,0,47.3627,-122.10799999999999,205003.27730302044
523,20140617,4,3.5,8.258422462458876,18334,2.0,10,3120,740,1996,0,47.7095,-122.075,924352.7969656578
524,20140924,1,1.0,7.965545573129992,7560,1.0,7,1440,1440,1925,2014,47.537,-122.375,576042.89543009
525,20150324,4,2.75,7.705262474866325,11925,1.0,7,1560,660,1953,1985,47.6381,-122.205,865276.9380765328
526,20140608,4,2.5,7.501634457883413,4381,2.0,8,1811,0,2007,0,47.45399999999999,-122.19,322769.1945119459
527,20150108,5,1.75,8.098642843759418,8000,1.0,7,1790,1500,1968,0,47.3733,-122.214,299999.540759222
528,20140702,3,2.0,7.200424892944957,7200,1.5,7,1340,0,1923,0,47.5601,-122.265,462621.9155733504
529,20150126,4,1.75,7.799753318287247,16730,1.0,7,1390,1050,1976,0,47.7406,-122.11,414570.9378948937
530,20140602,3,1.0,6.856461984594587,13475,1.0,7,950,0,1950,0,47.7543,-122.306,305349.81155933667
531,20140808,2,1.0,6.917705609835305,4120,2.0,6,1010,0,1907,1953,47.488,-122.2,216498.68319029248
532,20140722,3,1.0,7.1308988302963465,7920,1.0,7,1250,0,1960,0,47.4853,-122.126,270408.9706624775
533,20141008,4,2.0,7.824046010856292,36900,1.0,7,1540,960,1972,0,47.3708,-122.04899999999999,327620.6692050547
534,20150223,4,2.75,7.9229859587111955,8160,1.5,8,1780,980,1940,0,47.7248,-122.365,563214.8305362008
535,20140507,4,2.0,7.828038032125829,13695,1.0,7,1280,1230,1961,2001,47.7005,-122.17399999999999,540216.6778598633
536,20140701,3,2.5,7.772752716468742,4094,2.0,9,2375,0,2002,0,47.6627,-122.086,686852.4428392091
537,20140904,4,2.5,7.3395376954076745,1994,2.0,8,1540,0,2014,0,47.5526,-121.999,434317.26561157865
538,20140825,3,2.5,7.847762537473608,43608,2.0,9,2560,0,2002,0,47.7614,-122.02600000000001,626396.132793703
539,20150323,4,2.25,8.143226750367445,35025,2.0,10,3440,0,1988,0,47.6674,-122.055,879677.1574895091
540,20141125,3,2.0,7.473069088032197,2875,2.0,7,1290,470,1988,0,47.5602,-122.37799999999999,404695.3321134879
541,20141003,3,1.75,7.064759027791802,9085,1.0,7,1170,0,1967,0,47.2808,-122.354,211399.41042008114
542,20141030,4,3.5,8.070906088787819,8049,1.0,8,2700,500,1980,0,47.5841,-122.17200000000001,707852.9757737849
543,20141022,3,2.5,7.9229859587111955,11287,2.0,10,2000,760,1991,0,47.739,-122.264,843624.3981562428
544,20150106,3,2.0,7.2078598714324755,8960,1.0,7,1350,0,1986,0,47.3614,-122.045,252729.1315236787
545,20140602,3,2.25,8.013012110368916,43560,2.0,10,2720,300,1969,0,47.6456,-122.17299999999999,962007.1779063795
546,20150420,3,1.75,7.5443321080536885,100623,1.0,8,1890,0,1978,0,47.6454,-121.978,525502.0881667715
547,20150212,3,1.0,7.1308988302963465,10744,1.0,6,1250,0,1942,0,47.4226,-122.32700000000001,238822.75109416773
548,20141031,4,1.0,7.533693709848633,4992,1.5,7,1670,200,1940,0,47.6437,-122.396,571621.9755624898
549,20140721,3,1.5,7.352441100243583,9600,1.0,7,1560,0,1961,0,47.6918,-122.163,468930.07518079225
550,20140611,3,2.25,7.396335293800808,2520,2.0,7,1630,0,2005,0,47.5493,-121.99799999999999,418773.3941978289
551,20150206,3,1.5,7.8160138391590275,9900,2.0,10,2130,350,1940,0,47.7018,-122.381,1012062.5769110351
552,20140924,4,1.75,7.554858521040676,8117,1.0,7,1460,450,1975,0,47.7344,-122.17299999999999,371252.87772319064
553,20141212,3,1.75,7.352441100243583,14288,1.0,6,780,780,1944,0,47.7183,-122.306,346545.05618538463
554,20150318,3,1.5,7.154615356913663,7742,1.0,7,1280,0,1962,0,47.3947,-122.197,227079.39932886022
555,20140904,3,2.5,7.383989457978509,1728,3.0,8,1610,0,2000,0,47.6776,-122.318,546021.066150505
556,20141014,2,1.0,6.620073206530356,6439,1.0,6,750,0,1934,0,47.6995,-122.354,333706.89846034267
557,20140724,2,2.0,7.590852123688581,6000,1.5,7,1220,760,1906,0,47.6809,-122.351,576564.5609875902
558,20150305,3,2.0,7.489970898834801,11430,1.0,7,1190,600,1985,0,47.6319,-122.035,441806.4135274668
559,20150225,3,2.0,7.1308988302963465,1306,3.0,7,1250,0,2000,0,47.6705,-122.39,450132.62841865374
560,20150114,2,1.75,6.993932975223189,3272,1.0,8,1090,0,1970,0,47.3794,-122.32,201819.7204238485
561,20150326,3,2.5,7.478734825567875,3451,2.0,7,1770,0,2004,0,47.4325,-122.197,293276.9240767995
562,20141126,3,2.5,7.1853870155804165,3150,2.0,7,1320,0,2005,0,47.5328,-122.28200000000001,299374.4232998496
563,20140608,4,3.25,8.393894975071744,7850,2.0,11,3150,1270,2001,0,47.571999999999996,-122.102,1237668.1993487978
564,20150317,1,1.0,6.429719478039138,2380,1.0,6,620,0,1900,0,47.6746,-122.32600000000001,390932.9400160641
565,20140813,4,1.0,7.047517221357296,6000,1.5,6,1150,0,1907,0,47.562,-122.28299999999999,359032.8590206924
566,20140604,4,2.5,8.098642843759418,6203,2.0,9,3290,0,2008,0,47.5441,-121.86,673752.982838327
567,20141204,2,1.0,6.551080335043404,8301,1.0,6,700,0,1953,0,47.7712,-122.323,245968.74185711483
568,20140801,4,2.75,7.930206206684683,6207,2.0,8,2780,0,2001,0,47.6867,-122.038,634984.8621166411
569,20141004,2,1.75,7.098375638590786,1189,2.0,8,1210,0,2014,0,47.5526,-121.99799999999999,363504.31779953634
570,20140812,4,2.5,7.7706452341291765,10580,2.0,8,2370,0,1966,0,47.464,-122.19200000000001,386337.0367429154
571,20150126,4,2.25,7.533693709848633,7700,2.0,7,1870,0,1977,0,47.6937,-122.12700000000001,499221.2404718465
572,20141113,2,1.0,6.672032945461067,6000,1.0,7,790,0,1948,0,47.5543,-122.273,304188.56430401915
573,20140924,4,2.0,7.61085279039525,7767,1.0,8,2020,0,1995,0,47.3391,-122.309,311644.9610698708
574,20140502,5,2.5,7.944492163932159,67518,2.0,8,2820,0,1979,0,47.5794,-122.025,654542.4084422584
575,20140617,4,2.5,7.820037989458753,12929,2.0,9,2490,0,1983,0,47.6161,-122.021,653434.186596206
576,20140902,3,1.0,6.733401891837359,8400,1.0,6,840,0,1959,0,47.3277,-122.34299999999999,146966.36512368044
577,20140724,5,4.0,8.1886891244442,14720,1.0,8,1800,1800,1960,0,47.7022,-122.227,859668.0390356184
578,20141212,4,1.75,7.438383530044307,7800,1.0,8,1700,0,1975,0,47.651,-122.119,530933.2130343128
579,20140716,3,3.0,7.6544432264701125,4000,1.0,7,1110,1000,1965,0,47.5696,-122.375,428336.85427902796
580,20140731,2,1.0,6.593044534142437,5040,1.0,6,730,0,1927,0,47.5387,-122.374,292184.50247584726
581,20140521,4,2.5,7.705262474866325,4228,2.0,8,2220,0,2014,0,47.5014,-122.34100000000001,408071.7372338256
582,20141018,5,2.75,7.824046010856292,7140,1.0,7,1250,1250,1968,0,47.6225,-122.10799999999999,523508.2795507106
583,20150305,3,2.0,7.352441100243583,32137,1.0,7,910,650,1976,0,47.3197,-122.117,261928.11364461388
584,20140529,3,3.0,7.8632667240095735,5238,1.5,9,1890,710,1989,0,47.3448,-122.32700000000001,397537.3307422791
585,20140716,4,2.5,8.09376775793108,4950,2.0,9,3274,0,2014,0,47.2603,-122.195,447859.3230417288
586,20140701,2,1.0,6.984716320118266,7775,1.0,6,1080,0,1955,0,47.5447,-122.39399999999999,368386.01665196964
587,20150428,3,1.75,7.396335293800808,10001,1.0,7,1100,530,1977,0,47.3605,-122.12,241726.60540338952
588,20150403,4,2.5,7.512071245835466,7762,2.0,8,1830,0,1993,0,47.266999999999996,-122.31,279868.15175047034
589,20141120,3,2.5,7.533693709848633,3118,2.0,8,1870,0,1993,0,47.3739,-122.056,282296.3828923179
590,20140726,4,2.25,7.6638772587034705,10650,2.0,8,2130,0,1977,0,47.5567,-122.15899999999999,615104.3986142648
591,20141110,2,2.0,7.3777589082278725,5643,1.0,7,1600,0,1954,0,47.6968,-122.279,492331.92031210096
592,20140924,4,2.0,7.138866999945524,8400,1.0,6,1260,0,1991,0,47.1946,-122.0,228430.18813326952
593,20150428,3,2.5,7.67786350067821,15817,2.0,8,2160,0,1999,0,47.4166,-122.18299999999999,384830.3413840978
594,20140626,3,1.0,7.038783541388542,27760,1.0,6,1140,0,1981,0,47.5372,-121.97200000000001,332076.26631047693
595,20150113,4,1.75,7.783224016336037,10050,1.0,8,2400,0,1957,0,47.6339,-122.124,708819.9124904867
596,20150303,1,1.0,6.659293919683638,4000,1.0,5,780,0,1905,0,47.5424,-122.321,214143.3404612488
597,20141216,4,2.75,7.940939762327791,7302,2.0,9,2810,0,2002,0,47.5985,-121.977,656334.8424251856
598,20140703,4,2.5,7.7406644019172415,6448,2.0,8,2300,0,2001,0,47.3813,-122.204,337728.9820434211
599,20140714,2,1.0,7.047517221357296,3600,1.0,6,1150,0,1910,0,47.5729,-122.31,339208.1817558297
600,20141002,3,1.75,7.640123172695364,87991,1.0,6,1040,1040,1970,0,47.6724,-121.865,344324.23087517236
601,20150416,6,3.0,7.828038032125829,5310,1.0,7,1460,1050,1944,0,47.5533,-122.304,429016.1331444596
602,20150114,3,2.5,7.668561108015897,4126,2.0,8,1960,180,2005,0,47.5368,-122.073,525417.4592366545
603,20140923,3,1.75,7.478734825567875,7875,1.0,7,1170,600,1958,0,47.606,-122.125,460866.8720653189
604,20140814,3,2.5,7.673223121121708,9266,2.0,8,2150,0,1988,0,47.7445,-122.24799999999999,480999.7112362881
605,20150428,6,2.0,7.783224016336037,7684,1.0,6,1200,1200,1932,2005,47.7705,-122.26899999999999,386605.5572693975
606,20140801,3,1.0,7.003065458786462,5734,1.0,7,1100,0,1955,0,47.3632,-122.17399999999999,198584.48602273365
607,20140926,3,2.5,7.8709295967551425,14096,2.0,9,2620,0,1989,0,47.3513,-122.1,422190.2009497821
608,20140509,3,1.75,7.170119543449628,5413,1.5,7,1300,0,1925,1992,47.6988,-122.32,447488.84918985725
609,20140715,3,2.5,7.3901814282264295,2640,2.0,7,1620,0,1900,1993,47.6036,-122.305,491878.7833106366
610,20150514,4,3.5,7.874739125171811,3757,2.0,10,2200,430,2008,0,47.5322,-122.075,818896.773381585
611,20150407,2,1.75,7.222566018822171,3125,1.0,7,1090,280,1950,0,47.6492,-122.391,535254.3242841547
612,20150217,2,1.0,6.733401891837359,4000,1.0,6,840,0,1942,0,47.5531,-122.307,280702.2906627917
613,20150217,3,2.5,7.396335293800808,1971,2.0,8,1630,0,1996,0,47.7753,-122.375,409084.25383861375
614,20140512,4,3.25,8.45531778769815,38412,2.0,10,3420,1280,1978,0,47.6445,-122.167,1147663.335682233
615,20140619,3,1.0,6.956545443151569,8498,1.0,7,1050,0,1959,0,47.4043,-122.20200000000001,216007.705659995
616,20140801,4,1.75,7.807916628926408,7560,2.0,8,2460,0,1952,0,47.7256,-122.367,594710.9761075154
617,20140926,4,1.75,7.727535110475448,27122,1.0,8,1300,970,1957,0,47.7637,-122.281,447520.4556609082
618,20140905,3,1.0,6.887552571664617,7228,1.5,7,980,0,1946,0,47.7294,-122.353,318807.8845194949
619,20150505,3,1.75,7.265429723253953,10350,1.0,7,1430,0,1959,0,47.6353,-122.12299999999999,494737.37952440506
620,20140618,6,3.0,8.013012110368916,13783,2.0,8,3020,0,1952,2002,47.5722,-122.226,1102467.1367319198
621,20140605,5,3.0,7.799753318287247,4750,1.0,9,1450,990,2006,0,47.5485,-122.302,535217.6015946853
622,20150422,3,1.5,7.549609165154532,9994,1.0,7,1120,780,1960,0,47.4729,-122.301,260473.5890428576
623,20140509,3,1.75,7.4673710669175595,11340,1.0,7,1300,450,1987,0,47.6099,-122.05799999999999,436768.6475888657
624,20150109,4,2.5,8.064636475774222,5405,2.0,7,3180,0,2001,0,47.4905,-122.14,462469.5078980897
625,20141119,5,1.0,7.501082124259871,11205,1.5,7,1810,0,1915,0,47.5099,-122.262,302290.3700571777
626,20150126,4,2.0,7.6638772587034705,9579,1.0,7,1250,880,1968,0,47.3069,-122.271,227635.5853239615
627,20141218,3,1.0,7.251344983372214,40500,1.0,7,1410,0,1961,0,47.3199,-122.1,256990.1220966248
628,20150321,3,2.0,7.138866999945524,2500,1.0,7,750,510,1987,0,47.6748,-122.37100000000001,451759.1169051915
629,20140626,4,2.25,7.723120092266331,7200,2.0,7,2260,0,1984,0,47.4121,-122.18299999999999,311610.1871395919
630,20140924,2,1.75,7.749322464660356,6250,1.0,7,1400,920,1948,0,47.5468,-122.38600000000001,486461.4791108047
631,20140728,3,2.5,7.432483807917119,4584,2.0,7,1690,0,2002,0,47.6866,-122.04299999999999,471013.73973669036
632,20150225,4,2.25,7.745002803515839,36136,2.0,9,2310,0,1977,0,47.7506,-122.12200000000001,605347.3139858748
633,20150507,3,2.25,7.365180126021013,7034,1.0,7,1180,400,1989,0,47.3564,-122.04,277802.4758928648
634,20150226,5,2.0,7.9724660159745655,11970,2.0,7,2900,0,1969,0,47.74100000000001,-122.095,508112.1308713831
635,20141001,2,1.0,6.975413927455952,2196,1.0,7,880,190,1917,0,47.5726,-122.30799999999999,289844.0044128242
636,20150504,3,1.75,7.306531398939505,3800,1.0,6,700,790,1913,0,47.5554,-122.27,311993.8353233957
637,20140515,3,2.25,7.590852123688581,40887,1.0,8,1980,0,1980,0,47.6478,-122.029,538650.0734047117
638,20150421,3,1.0,7.258412150595307,6000,1.0,6,1420,0,1941,0,47.4913,-122.336,245287.54203929767
639,20140624,2,1.0,6.476972362889683,5400,1.0,6,650,0,1950,0,47.6185,-122.295,416213.28217570164
640,20141118,3,1.0,7.326465613840322,8055,1.5,7,1520,0,1952,0,47.7222,-122.305,393302.6977324263
641,20140717,3,2.0,7.258412150595307,6788,2.0,7,1420,0,1990,0,47.2887,-122.351,229158.38388204057
642,20141110,4,1.5,7.222566018822171,3708,1.5,7,1370,0,1926,0,47.6849,-122.363,511526.5827206546
643,20140717,3,1.75,7.649692623711514,6874,1.0,7,1300,800,1943,0,47.6724,-122.279,595727.479924028
644,20140701,2,2.5,7.828038032125829,14878,2.0,10,2510,0,1990,0,47.7525,-122.205,813908.2343458659
645,20140604,1,1.0,6.476972362889683,15364,1.0,5,650,0,1967,0,47.3721,-122.15899999999999,154395.43166069573
646,20140721,2,2.25,7.064759027791802,1313,3.0,8,1170,0,2007,0,47.6712,-122.37799999999999,437828.21619838953
647,20141023,4,1.0,7.146772179452637,3630,1.5,7,1270,0,1903,0,47.6135,-122.307,512585.3801278723
648,20150210,3,2.5,7.3938782901077555,1583,2.5,8,1419,207,2007,0,47.6031,-122.309,503738.85902516154
649,20141009,4,1.0,7.299797366758161,7560,1.5,7,1480,0,1940,0,47.7079,-122.35799999999999,426406.2024577503
650,20140902,2,1.0,6.684611727667927,4533,1.0,6,600,200,1929,0,47.6979,-122.325,308344.542233876
651,20140813,4,3.0,8.104703468371108,4500,2.5,9,2910,400,1900,0,47.6594,-122.345,1088130.5455010599
652,20141007,3,1.0,7.029972911706386,5758,1.0,7,960,170,1939,0,47.6413,-122.40100000000001,504175.63218589785
653,20140827,4,3.75,8.326758814511733,361548,2.0,11,4133,0,2000,0,47.7479,-121.97200000000001,1056330.6633631021
654,20140630,3,2.25,7.293017679772782,4322,2.0,7,1470,0,1985,0,47.5672,-122.01799999999999,417536.1871293829
655,20140905,4,2.5,7.882314918980268,6000,2.0,9,2650,0,2000,0,47.3768,-122.02799999999999,416584.546406794
656,20150119,5,1.75,7.691656822810547,8250,1.0,7,1190,1000,1963,0,47.4887,-122.223,276525.20317436184
657,20140804,3,1.0,6.937314081223682,7620,1.0,7,1030,0,1953,0,47.5281,-122.375,333937.2773946588
658,20140715,3,1.0,6.937314081223682,5350,1.0,7,1030,0,1924,2009,47.4905,-122.206,252473.08408612906
659,20140721,3,2.5,7.6255950721324535,15020,1.0,9,1600,450,1960,0,47.75899999999999,-122.37100000000001,668849.1099760868
660,20140820,4,2.0,7.7664168980196555,7440,1.0,7,1180,1180,1955,0,47.5044,-122.245,293960.12714944966
661,20150427,3,1.75,7.570443252057374,7306,1.0,8,1470,470,1982,0,47.6632,-122.15299999999999,547543.7010798713
662,20150224,3,2.25,7.908387159290043,54450,2.0,11,2720,0,1997,0,47.5473,-122.09200000000001,927627.6876656904
663,20140717,3,1.75,7.306531398939505,10844,1.0,7,1210,280,1974,0,47.6208,-122.10600000000001,421309.972669821
664,20140605,3,2.5,7.8632667240095735,5540,2.0,8,2600,0,2004,0,47.3446,-122.041,365064.17608725745
665,20140605,4,2.5,7.779048644925556,6426,2.0,9,2390,0,1999,0,47.2586,-122.221,344162.4512391755
666,20140722,4,3.75,8.416267272826277,9240,1.5,10,3270,1250,1992,0,47.5897,-122.229,1721330.8227492
667,20141124,3,1.75,7.333023014386481,26642,1.0,7,1180,350,1988,0,47.7422,-122.09700000000001,357725.22999134846
668,20140506,3,2.0,7.146772179452637,1320,3.0,8,1270,0,2006,0,47.6937,-122.34200000000001,374344.92033331894
669,20150311,3,2.25,7.549609165154532,7800,1.0,8,1390,510,1977,0,47.4545,-122.208,327628.6358691484
670,20140811,3,1.75,7.705262474866325,216493,1.0,8,2220,0,1989,0,47.6624,-121.95100000000001,563241.3199210439
671,20140613,4,2.25,7.605890001053122,7575,1.0,7,1220,790,1974,0,47.7328,-122.2,393996.60240213276
672,20140801,3,2.5,7.313220387090301,9636,2.0,7,1500,0,1994,0,47.75,-122.176,378417.5519802416
673,20150202,4,4.5,8.642944396721798,84267,2.0,11,5670,0,2008,0,47.323,-122.044,1072828.0204308243
674,20140522,3,1.0,6.946975992135418,6250,1.0,7,1040,0,1942,0,47.5526,-122.385,411121.85248795623
675,20150409,4,2.5,7.326465613840322,3370,2.0,8,1520,0,1994,0,47.5696,-122.00399999999999,474702.1078816071
676,20141002,5,2.25,7.757906208351747,7494,1.0,7,1170,1170,1951,0,47.448,-122.28,280102.3292635305
677,20150309,3,2.5,8.013012110368916,4120,2.0,9,2360,660,2008,0,47.5714,-122.37299999999999,840348.5354498447
678,20140916,5,2.25,8.029432840581244,64033,1.0,9,2730,340,1983,0,47.3238,-122.292,497346.32848296105
679,20140822,3,2.0,7.495541943884256,11419,1.0,8,1800,0,1989,0,47.2623,-122.21700000000001,274913.01184016146
680,20150423,5,2.5,7.969011781106478,15891,2.0,9,2890,0,1990,0,47.5286,-122.16,769214.0487147638
681,20141015,4,2.5,7.77485576666552,5737,2.0,7,2380,0,2010,0,47.2815,-122.35600000000001,285684.29615565226
682,20141022,2,1.0,7.313220387090301,8015,1.0,6,1500,0,1947,0,47.5027,-122.348,229944.8089360822
683,20140506,2,1.0,6.937314081223682,4400,1.0,7,1030,0,1924,0,47.681000000000004,-122.361,511891.445847421
684,20140711,4,3.25,8.13739583005665,6752,2.0,9,3030,390,2012,0,47.516999999999996,-121.876,706413.7277024395
685,20141105,3,2.0,7.533693709848633,5300,1.0,8,1870,0,2009,0,47.7106,-122.02,534705.589875548
686,20150211,3,2.5,7.4673710669175595,6725,1.0,7,1330,420,1993,0,47.352,-122.05799999999999,280005.34436017985
687,20140520,3,1.5,7.358830898342354,1050,2.0,8,1570,0,1915,0,47.6358,-122.35600000000001,675842.2551666267
688,20140820,4,2.75,7.723120092266331,12005,1.0,8,2260,0,1956,1989,47.6342,-122.171,789745.3360958912
689,20140813,5,3.5,8.169053149927343,218472,2.0,7,2380,1150,1999,0,47.7309,-121.905,505148.99483419786
690,20140813,4,2.75,8.116715624819111,5416,2.0,9,3350,0,2014,0,47.6849,-122.016,850465.7233077195
691,20150303,4,1.0,7.450079569807499,4410,1.5,7,1720,0,1928,0,47.6791,-122.402,627493.0159892979
692,20141112,2,2.5,7.762170607138205,2390,3.0,10,2000,350,2007,0,47.5999,-122.286,914473.7490323948
693,20150320,3,1.0,7.251344983372214,9384,1.0,7,1410,0,1948,0,47.7161,-122.33,389643.4282618872
694,20150429,3,1.5,7.570443252057374,3570,2.0,8,1740,200,1916,0,47.6618,-122.325,758971.0650284319
695,20141030,2,2.25,7.01211529430638,1290,3.0,8,1110,0,2006,0,47.6968,-122.34,323739.08260965993
696,20150114,3,2.75,7.912056888179006,11936,2.0,8,1530,1200,1978,0,47.6987,-122.23100000000001,694202.9482752606
697,20141103,3,1.0,7.01211529430638,7603,1.0,7,1110,0,1967,0,47.7262,-122.22399999999999,344902.9629663569
698,20150414,3,1.75,6.907755278982137,8268,1.0,6,1000,0,1969,0,47.7417,-122.17200000000001,330280.9446045634
699,20140916,2,1.0,6.835184586147301,5400,1.0,7,930,0,1952,0,47.6971,-122.37200000000001,390007.5829484379
700,20140724,4,2.75,7.61085279039525,15810,1.0,9,1620,400,1967,0,47.5921,-122.155,677415.5836609539
701,20150219,8,3.0,7.955074273262696,12714,1.0,7,2850,0,1959,0,47.4859,-122.205,425408.1089153945
702,20150212,3,2.0,7.508787170634276,7120,1.0,9,1824,0,2010,0,47.3457,-122.27,350902.4345298877
703,20140709,3,2.0,7.886081401775745,192099,1.0,9,2660,0,1964,0,47.2098,-122.016,568026.1728545057
704,20141121,4,3.0,7.824046010856292,6278,2.0,9,2500,0,2002,0,47.3325,-122.16799999999999,367178.5541690518
705,20140826,3,2.0,7.620705086838262,5600,1.0,7,1120,920,1954,0,47.5959,-122.29299999999999,459393.99094364524
706,20140911,3,1.0,7.272398392570047,5623,1.0,6,720,720,1922,0,47.696000000000005,-122.319,359806.85335707664
707,20150506,3,2.25,7.580699752224563,1985,2.0,7,1750,210,2003,0,47.5417,-122.289,361875.81129001686
708,20150112,4,2.5,7.506591780070841,11325,1.0,8,1390,430,1976,0,47.4574,-122.361,358371.38130496844
709,20140605,3,2.0,7.288244401020124,868,3.0,7,1463,0,2003,0,47.6843,-122.31700000000001,443001.147303269
710,20140910,3,2.0,7.251344983372214,8384,1.0,7,1410,0,1985,0,47.3315,-122.26299999999999,227166.1015098364
711,20150501,3,1.0,6.946975992135418,6720,1.5,7,1040,0,1951,0,47.7444,-122.294,346300.6659963478
712,20140710,2,1.0,6.756932389247553,10400,1.0,6,860,0,1983,0,47.3682,-122.096,185558.6035669226
713,20140729,5,2.5,7.646353722445999,10350,1.5,7,2093,0,1963,0,47.4495,-122.17,309201.2988872786
714,20141223,3,1.5,7.365180126021013,5000,1.0,8,1290,290,1939,0,47.687,-122.38600000000001,535515.0738473816
715,20141028,3,2.25,7.396335293800808,3070,2.0,7,1630,0,2004,0,47.6785,-122.03,467888.00434943323
716,20150408,2,1.0,7.05617528410041,5395,1.0,7,860,300,1940,0,47.7007,-122.354,402839.9530275199
717,20150421,3,2.5,7.455876687491824,4004,2.0,7,1730,0,1999,0,47.4317,-122.32799999999999,315610.63370966376
